               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                 149,              1.3994,             0.74084,              1.2695,             0.87459,             0.72805,             0.82986,             0.53228,                   0,                   0,                   0,            0.005116,            0.005116,            0.005116
                 150,              1.3972,             0.73854,              1.2659,             0.87464,             0.73031,             0.82996,             0.53256,                   0,                   0,                   0,            0.005083,            0.005083,            0.005083
                 151,              1.3996,             0.73942,              1.2678,             0.86962,             0.73287,             0.83015,             0.53283,                   0,                   0,                   0,             0.00505,             0.00505,             0.00505
                 152,              1.3946,             0.73826,              1.2627,             0.87275,             0.73046,             0.83038,             0.53352,                   0,                   0,                   0,            0.005017,            0.005017,            0.005017
                 153,              1.3911,             0.73416,              1.2646,             0.87499,             0.73275,             0.83082,             0.53407,                   0,                   0,                   0,            0.004984,            0.004984,            0.004984
                 154,              1.3908,             0.73673,              1.2658,             0.86864,             0.73811,              0.8315,             0.53508,                   0,                   0,                   0,            0.004951,            0.004951,            0.004951
                 155,              1.3897,              0.7359,              1.2653,             0.86868,              0.7378,             0.83125,             0.53508,                   0,                   0,                   0,            0.004918,            0.004918,            0.004918
                 156,              1.3865,             0.73177,               1.265,             0.86908,             0.73722,             0.83165,             0.53542,                   0,                   0,                   0,            0.004885,            0.004885,            0.004885
                 157,              1.3898,             0.73425,              1.2646,             0.86865,             0.73752,             0.83161,             0.53631,                   0,                   0,                   0,            0.004852,            0.004852,            0.004852
                 158,              1.3882,             0.73161,              1.2622,             0.87066,             0.73568,              0.8321,             0.53895,                   0,                   0,                   0,            0.004819,            0.004819,            0.004819
                 159,              1.3854,             0.73123,              1.2594,             0.87584,             0.73487,             0.83228,             0.53952,                   0,                   0,                   0,            0.004786,            0.004786,            0.004786
                 160,              1.3841,             0.73198,               1.262,             0.87322,              0.7356,             0.83241,             0.53986,                   0,                   0,                   0,            0.004753,            0.004753,            0.004753
                 161,              1.3791,             0.72864,              1.2589,             0.80117,             0.81266,             0.83296,             0.54048,                   0,                   0,                   0,             0.00472,             0.00472,             0.00472
                 162,              1.3766,             0.72347,              1.2557,             0.80168,             0.81355,             0.83339,             0.54134,                   0,                   0,                   0,            0.004687,            0.004687,            0.004687
                 163,              1.3776,             0.72524,              1.2586,             0.80303,             0.81361,             0.83415,             0.54207,                   0,                   0,                   0,            0.004654,            0.004654,            0.004654
                 164,               1.374,             0.72265,              1.2572,             0.80375,             0.81332,             0.83427,             0.54039,                   0,                   0,                   0,            0.004621,            0.004621,            0.004621
                 165,              1.3769,             0.72467,              1.2578,             0.80888,             0.81234,             0.83464,              0.5459,                   0,                   0,                   0,            0.004588,            0.004588,            0.004588
                 166,              1.3715,             0.72317,              1.2562,              0.8113,              0.8116,             0.83415,             0.54639,                   0,                   0,                   0,            0.004555,            0.004555,            0.004555
                 167,              1.3652,             0.72078,              1.2566,             0.81269,             0.81108,             0.83448,             0.54204,                   0,                   0,                   0,            0.004522,            0.004522,            0.004522
                 168,              1.3671,             0.71923,              1.2559,             0.81641,             0.80957,             0.83474,             0.54236,                   0,                   0,                   0,            0.004489,            0.004489,            0.004489
                 169,              1.3689,               0.721,              1.2554,             0.90527,             0.77833,             0.85825,             0.54923,                   0,                   0,                   0,            0.004456,            0.004456,            0.004456
                 170,              1.3659,             0.71995,              1.2561,             0.90548,             0.77938,             0.85785,             0.54988,                   0,                   0,                   0,            0.004423,            0.004423,            0.004423
                 171,              1.3618,             0.71578,              1.2506,              0.9051,             0.77893,             0.85928,             0.55058,                   0,                   0,                   0,             0.00439,             0.00439,             0.00439
                 172,              1.3625,             0.71589,              1.2542,             0.90177,             0.77981,             0.85968,             0.55133,                   0,                   0,                   0,            0.004357,            0.004357,            0.004357
                 173,              1.3619,             0.71481,               1.254,             0.81619,             0.81075,             0.83741,             0.54524,                   0,                   0,                   0,            0.004324,            0.004324,            0.004324
                 174,              1.3567,             0.71365,              1.2519,             0.81496,             0.81117,             0.83653,             0.54539,                   0,                   0,                   0,            0.004291,            0.004291,            0.004291
                 175,              1.3559,             0.71155,              1.2504,             0.90121,             0.78239,             0.85928,             0.55243,                   0,                   0,                   0,            0.004258,            0.004258,            0.004258
                 176,              1.3501,             0.70655,              1.2481,             0.90068,             0.78249,             0.85928,             0.55299,                   0,                   0,                   0,            0.004225,            0.004225,            0.004225
                 177,               1.348,             0.70651,              1.2475,             0.90118,             0.78261,             0.85956,             0.55336,                   0,                   0,                   0,            0.004192,            0.004192,            0.004192
                 178,              1.3459,             0.70704,              1.2442,             0.90254,              0.7845,             0.85987,             0.55382,                   0,                   0,                   0,            0.004159,            0.004159,            0.004159
                 179,               1.345,             0.70403,              1.2474,             0.90053,             0.78582,             0.86006,             0.55408,                   0,                   0,                   0,            0.004126,            0.004126,            0.004126
                 180,              1.3438,             0.70162,              1.2435,             0.90068,             0.78571,             0.86125,             0.55425,                   0,                   0,                   0,            0.004093,            0.004093,            0.004093
                 181,              1.3382,             0.70084,              1.2423,             0.90093,              0.7873,             0.86197,             0.55503,                   0,                   0,                   0,             0.00406,             0.00406,             0.00406
                 182,              1.3436,             0.70684,              1.2453,             0.90078,             0.78926,             0.86245,             0.55646,                   0,                   0,                   0,            0.004027,            0.004027,            0.004027
                 183,              1.3384,             0.69947,               1.241,             0.90067,             0.78886,             0.86117,             0.55585,                   0,                   0,                   0,            0.003994,            0.003994,            0.003994
                 184,              1.3361,             0.70102,              1.2428,             0.90338,             0.78803,             0.86274,             0.55598,                   0,                   0,                   0,            0.003961,            0.003961,            0.003961
                 185,              1.3327,              0.6984,              1.2408,             0.90287,             0.78763,             0.86319,             0.55718,                   0,                   0,                   0,            0.003928,            0.003928,            0.003928
                 186,              1.3365,             0.69967,              1.2427,             0.90325,             0.78823,             0.86159,             0.55711,                   0,                   0,                   0,            0.003895,            0.003895,            0.003895
                 187,               1.334,              0.6956,              1.2434,             0.90399,             0.79028,             0.86195,             0.55777,                   0,                   0,                   0,            0.003862,            0.003862,            0.003862
                 188,              1.3273,             0.69557,              1.2408,             0.90452,              0.7889,             0.86265,             0.55829,                   0,                   0,                   0,            0.003829,            0.003829,            0.003829
                 189,              1.3242,             0.69227,              1.2378,             0.90531,             0.79052,             0.86257,               0.559,                   0,                   0,                   0,            0.003796,            0.003796,            0.003796
                 190,              1.3277,             0.69477,              1.2412,             0.90635,             0.78784,             0.86287,             0.55983,                   0,                   0,                   0,            0.003763,            0.003763,            0.003763
                 191,              1.3215,             0.69086,              1.2391,             0.90555,             0.78714,             0.86337,             0.56066,                   0,                   0,                   0,             0.00373,             0.00373,             0.00373
                 192,              1.3232,             0.69222,              1.2392,             0.90584,             0.78716,             0.86363,             0.56135,                   0,                   0,                   0,            0.003697,            0.003697,            0.003697
                 193,              1.3229,              0.6913,              1.2406,             0.90543,             0.78744,             0.86426,             0.56228,                   0,                   0,                   0,            0.003664,            0.003664,            0.003664
                 194,              1.3175,             0.68616,              1.2381,             0.90452,              0.7853,             0.86437,             0.56255,                   0,                   0,                   0,            0.003631,            0.003631,            0.003631
                 195,              1.3125,             0.68484,              1.2339,             0.90657,             0.78631,             0.86484,             0.56288,                   0,                   0,                   0,            0.003598,            0.003598,            0.003598
                 196,              1.3085,             0.68282,              1.2329,             0.90651,             0.78623,             0.86511,             0.56265,                   0,                   0,                   0,            0.003565,            0.003565,            0.003565
                 197,              1.3119,             0.68335,              1.2317,             0.90769,             0.78787,             0.86563,             0.56339,                   0,                   0,                   0,            0.003532,            0.003532,            0.003532
                 198,              1.3076,              0.6831,              1.2325,             0.90743,             0.78774,             0.86555,             0.56373,                   0,                   0,                   0,            0.003499,            0.003499,            0.003499
                 199,              1.3066,             0.68194,              1.2313,             0.90666,             0.78797,             0.86769,             0.56506,                   0,                   0,                   0,            0.003466,            0.003466,            0.003466
                 200,               1.301,             0.67678,              1.2281,             0.90779,             0.79076,             0.86804,             0.56488,                   0,                   0,                   0,            0.003433,            0.003433,            0.003433
                 201,              1.3013,              0.6764,              1.2271,             0.90776,              0.7909,             0.86808,             0.56875,                   0,                   0,                   0,              0.0034,              0.0034,              0.0034
                 202,              1.3026,             0.67891,              1.2317,             0.90805,               0.792,             0.86934,             0.56382,                   0,                   0,                   0,            0.003367,            0.003367,            0.003367
                 203,              1.3028,             0.67798,              1.2274,             0.90754,             0.79224,             0.86829,             0.56421,                   0,                   0,                   0,            0.003334,            0.003334,            0.003334
                 204,              1.2962,              0.6758,              1.2257,              0.9096,             0.79127,             0.86848,              0.5639,                   0,                   0,                   0,            0.003301,            0.003301,            0.003301
                 205,              1.2957,             0.67611,              1.2286,             0.91012,             0.79024,             0.86932,             0.56474,                   0,                   0,                   0,            0.003268,            0.003268,            0.003268
                 206,              1.2925,             0.67243,              1.2252,             0.90988,              0.7902,              0.8694,             0.56505,                   0,                   0,                   0,            0.003235,            0.003235,            0.003235
                 207,              1.2912,             0.67132,              1.2223,             0.90908,             0.79013,             0.86897,             0.56522,                   0,                   0,                   0,            0.003202,            0.003202,            0.003202
                 208,              1.2894,              0.6702,              1.2251,             0.90983,             0.78948,             0.86949,             0.56639,                   0,                   0,                   0,            0.003169,            0.003169,            0.003169
                 209,              1.2837,             0.66778,              1.2218,             0.91337,             0.78715,              0.8709,             0.56664,                   0,                   0,                   0,            0.003136,            0.003136,            0.003136
                 210,              1.2843,             0.66735,              1.2232,             0.91382,             0.78611,             0.87045,              0.5679,                   0,                   0,                   0,            0.003103,            0.003103,            0.003103
                 211,              1.2836,             0.66777,               1.225,             0.91549,             0.78559,             0.87129,              0.5647,                   0,                   0,                   0,             0.00307,             0.00307,             0.00307
                 212,              1.2782,             0.66336,              1.2213,             0.91593,             0.78392,              0.8716,             0.56448,                   0,                   0,                   0,            0.003037,            0.003037,            0.003037
                 213,              1.2727,              0.6611,              1.2197,             0.91674,             0.78396,             0.87203,             0.56549,                   0,                   0,                   0,            0.003004,            0.003004,            0.003004
                 214,              1.2714,             0.65928,              1.2167,             0.91763,             0.78385,             0.87236,             0.56619,                   0,                   0,                   0,            0.002971,            0.002971,            0.002971
                 215,              1.2745,             0.66235,              1.2181,             0.91696,             0.78404,             0.87229,             0.56647,                   0,                   0,                   0,            0.002938,            0.002938,            0.002938
                 216,              1.2709,             0.65934,              1.2186,             0.91705,               0.783,             0.87249,             0.56663,                   0,                   0,                   0,            0.002905,            0.002905,            0.002905
                 217,              1.2695,             0.65739,              1.2191,             0.91971,             0.77962,             0.87253,             0.56675,                   0,                   0,                   0,            0.002872,            0.002872,            0.002872
                 218,              1.2638,             0.65581,              1.2144,             0.92235,             0.77904,               0.873,             0.56728,                   0,                   0,                   0,            0.002839,            0.002839,            0.002839
                 219,              1.2653,             0.65874,               1.215,             0.92392,             0.77849,             0.87327,             0.56736,                   0,                   0,                   0,            0.002806,            0.002806,            0.002806
                 220,              1.2642,             0.65577,              1.2128,             0.92368,             0.77919,             0.87426,             0.56925,                   0,                   0,                   0,            0.002773,            0.002773,            0.002773
                 221,              1.2637,             0.65468,              1.2113,             0.92421,             0.77888,             0.87484,             0.57042,                   0,                   0,                   0,             0.00274,             0.00274,             0.00274
                 222,              1.2582,             0.65109,              1.2101,             0.92394,             0.77913,              0.8733,             0.57003,                   0,                   0,                   0,            0.002707,            0.002707,            0.002707
                 223,               1.259,             0.65469,              1.2086,             0.92501,              0.7788,             0.87486,             0.57027,                   0,                   0,                   0,            0.002674,            0.002674,            0.002674
                 224,              1.2571,             0.65121,              1.2111,             0.92562,             0.77889,             0.87528,             0.57129,                   0,                   0,                   0,            0.002641,            0.002641,            0.002641
                 225,               1.256,             0.65005,              1.2152,             0.92586,             0.77982,             0.87505,             0.57152,                   0,                   0,                   0,            0.002608,            0.002608,            0.002608
                 226,              1.2477,             0.64667,              1.2094,             0.92571,             0.77922,             0.87589,             0.57194,                   0,                   0,                   0,            0.002575,            0.002575,            0.002575
                 227,              1.2493,              0.6462,              1.2092,             0.92622,             0.77773,             0.87615,             0.57707,                   0,                   0,                   0,            0.002542,            0.002542,            0.002542
                 228,              1.2452,              0.6451,              1.2113,             0.92695,              0.7777,             0.87635,             0.57745,                   0,                   0,                   0,            0.002509,            0.002509,            0.002509
                 229,              1.2431,              0.6438,              1.2083,             0.92772,             0.77788,             0.87656,             0.57834,                   0,                   0,                   0,            0.002476,            0.002476,            0.002476
                 230,              1.2424,             0.64149,              1.2054,             0.92627,             0.77907,             0.87685,               0.578,                   0,                   0,                   0,            0.002443,            0.002443,            0.002443
                 231,              1.2437,             0.64396,              1.2067,             0.92551,             0.78012,             0.87773,             0.57783,                   0,                   0,                   0,             0.00241,             0.00241,             0.00241
                 232,              1.2446,             0.64365,              1.2108,             0.92728,             0.78155,             0.87785,             0.57828,                   0,                   0,                   0,            0.002377,            0.002377,            0.002377
                 233,              1.2345,             0.63702,              1.2014,             0.92568,             0.78313,             0.87832,             0.57863,                   0,                   0,                   0,            0.002344,            0.002344,            0.002344
                 234,              1.2332,             0.63659,              1.2053,             0.92379,              0.7842,             0.87772,             0.57931,                   0,                   0,                   0,            0.002311,            0.002311,            0.002311
                 235,               1.229,              0.6342,              1.2022,             0.91916,             0.78588,             0.87789,              0.5799,                   0,                   0,                   0,            0.002278,            0.002278,            0.002278
                 236,              1.2317,             0.63463,              1.2027,             0.92077,             0.78567,             0.87819,             0.57545,                   0,                   0,                   0,            0.002245,            0.002245,            0.002245
                 237,              1.2268,             0.63647,              1.2028,             0.92316,             0.78552,             0.87908,             0.57665,                   0,                   0,                   0,            0.002212,            0.002212,            0.002212
                 238,              1.2264,             0.63322,              1.2017,             0.92234,             0.78743,             0.87896,             0.58147,                   0,                   0,                   0,            0.002179,            0.002179,            0.002179
                 239,              1.2199,             0.62986,              1.2005,             0.91869,             0.78931,             0.88003,             0.58214,                   0,                   0,                   0,            0.002146,            0.002146,            0.002146
                 240,              1.2191,             0.63119,              1.2009,              0.9185,             0.79063,             0.88016,             0.58301,                   0,                   0,                   0,            0.002113,            0.002113,            0.002113
                 241,              1.2143,              0.6256,              1.1991,             0.91369,             0.79258,             0.88078,             0.58337,                   0,                   0,                   0,             0.00208,             0.00208,             0.00208
                 242,               1.219,             0.63075,              1.2006,              0.9123,             0.79301,             0.88087,             0.58361,                   0,                   0,                   0,            0.002047,            0.002047,            0.002047
                 243,              1.2095,             0.62453,              1.1959,              0.9067,             0.79686,             0.88101,               0.583,                   0,                   0,                   0,            0.002014,            0.002014,            0.002014
                 244,              1.2098,              0.6246,              1.1964,             0.89976,             0.80295,             0.88108,             0.58335,                   0,                   0,                   0,            0.001981,            0.001981,            0.001981
                 245,              1.2015,             0.61971,              1.1936,             0.90132,             0.80311,             0.88109,              0.5838,                   0,                   0,                   0,            0.001948,            0.001948,            0.001948
                 246,              1.2056,               0.621,              1.1948,              0.8981,             0.80653,              0.8811,             0.58439,                   0,                   0,                   0,            0.001915,            0.001915,            0.001915
                 247,              1.1984,             0.61788,              1.1927,             0.89641,             0.80815,             0.88086,             0.58515,                   0,                   0,                   0,            0.001882,            0.001882,            0.001882
                 248,              1.1997,              0.6185,              1.1908,             0.90159,             0.80757,             0.88141,             0.58497,                   0,                   0,                   0,            0.001849,            0.001849,            0.001849
                 249,              1.2003,             0.61683,              1.1896,             0.90108,             0.80853,             0.88195,             0.58527,                   0,                   0,                   0,            0.001816,            0.001816,            0.001816
                 250,              1.1931,             0.61364,                1.19,             0.89982,             0.81034,             0.88207,             0.58517,                   0,                   0,                   0,            0.001783,            0.001783,            0.001783
                 251,              1.1907,             0.61148,              1.1889,             0.89771,             0.81276,             0.88192,             0.58585,                   0,                   0,                   0,             0.00175,             0.00175,             0.00175
                 252,              1.1859,             0.61116,               1.186,             0.89707,             0.81447,             0.88233,             0.58588,                   0,                   0,                   0,            0.001717,            0.001717,            0.001717
                 253,              1.1822,             0.60713,              1.1847,             0.89532,              0.8144,             0.88221,             0.58635,                   0,                   0,                   0,            0.001684,            0.001684,            0.001684
                 254,              1.1872,             0.61197,              1.1888,             0.89359,             0.81536,             0.88232,             0.58596,                   0,                   0,                   0,            0.001651,            0.001651,            0.001651
                 255,              1.1822,             0.60899,              1.1864,             0.89308,             0.81622,              0.8824,             0.58664,                   0,                   0,                   0,            0.001618,            0.001618,            0.001618
                 256,              1.1782,             0.60708,              1.1824,             0.89311,             0.81675,             0.88292,              0.5869,                   0,                   0,                   0,            0.001585,            0.001585,            0.001585
                 257,              1.1773,              0.6052,              1.1849,             0.89286,             0.81617,             0.88263,             0.58778,                   0,                   0,                   0,            0.001552,            0.001552,            0.001552
                 258,              1.1676,             0.60168,              1.1833,             0.89408,             0.81735,             0.88295,             0.58732,                   0,                   0,                   0,            0.001519,            0.001519,            0.001519
                 259,                1.17,             0.60153,              1.1827,             0.89538,             0.82013,             0.88374,             0.58829,                   0,                   0,                   0,            0.001486,            0.001486,            0.001486
                 260,               1.172,             0.60291,               1.183,             0.89652,             0.82052,             0.88421,             0.58881,                   0,                   0,                   0,            0.001453,            0.001453,            0.001453
                 261,              1.1667,             0.59918,              1.1813,             0.89804,             0.82066,             0.88407,             0.58901,                   0,                   0,                   0,             0.00142,             0.00142,             0.00142
                 262,              1.1658,             0.59869,                1.18,             0.89943,             0.81995,             0.88365,             0.58895,                   0,                   0,                   0,            0.001387,            0.001387,            0.001387
                 263,               1.161,             0.59706,              1.1817,             0.89995,             0.82034,             0.88415,             0.58962,                   0,                   0,                   0,            0.001354,            0.001354,            0.001354
                 264,              1.1556,             0.59393,              1.1752,             0.89856,             0.81999,             0.88396,             0.58949,                   0,                   0,                   0,            0.001321,            0.001321,            0.001321
                 265,              1.1497,             0.59112,              1.1765,             0.90021,             0.81946,              0.8839,             0.58977,                   0,                   0,                   0,            0.001288,            0.001288,            0.001288
                 266,              1.1505,             0.58977,              1.1759,             0.90141,             0.81886,             0.88342,             0.59038,                   0,                   0,                   0,            0.001255,            0.001255,            0.001255
                 267,              1.1514,             0.59237,              1.1767,             0.90113,             0.81485,             0.88363,             0.59052,                   0,                   0,                   0,            0.001222,            0.001222,            0.001222
                 268,              1.1504,             0.59211,              1.1731,             0.90307,             0.81489,             0.88399,             0.59048,                   0,                   0,                   0,            0.001189,            0.001189,            0.001189
                 269,              1.1415,             0.58849,              1.1724,             0.90421,              0.8152,             0.88417,             0.59099,                   0,                   0,                   0,            0.001156,            0.001156,            0.001156
                 270,              1.1399,             0.58508,              1.1712,             0.90787,             0.81397,             0.88441,             0.58661,                   0,                   0,                   0,            0.001123,            0.001123,            0.001123
                 271,              1.1395,             0.58651,              1.1713,             0.90235,             0.81681,             0.88463,             0.59173,                   0,                   0,                   0,             0.00109,             0.00109,             0.00109
                 272,              1.1346,             0.58296,              1.1704,             0.90673,             0.81605,             0.88477,             0.59191,                   0,                   0,                   0,            0.001057,            0.001057,            0.001057
                 273,              1.1335,             0.58187,              1.1708,             0.90773,              0.8165,             0.88488,             0.59232,                   0,                   0,                   0,            0.001024,            0.001024,            0.001024
                 274,              1.1293,             0.57838,              1.1683,             0.90836,             0.81659,             0.88502,             0.59237,                   0,                   0,                   0,            0.000991,            0.000991,            0.000991
                 275,              1.1271,             0.57739,              1.1667,             0.91078,               0.814,             0.88504,             0.59247,                   0,                   0,                   0,            0.000958,            0.000958,            0.000958
                 276,              1.1217,             0.57616,              1.1653,             0.91187,             0.81451,             0.88512,             0.59291,                   0,                   0,                   0,            0.000925,            0.000925,            0.000925
                 277,              1.1193,             0.57649,              1.1645,             0.91301,             0.81151,             0.88541,             0.59366,                   0,                   0,                   0,            0.000892,            0.000892,            0.000892
                 278,              1.1213,             0.57492,              1.1652,             0.91326,             0.81162,             0.88509,              0.5939,                   0,                   0,                   0,            0.000859,            0.000859,            0.000859
                 279,              1.1151,             0.57388,              1.1639,             0.91257,             0.81214,             0.88515,             0.59394,                   0,                   0,                   0,            0.000826,            0.000826,            0.000826
                 280,              1.1118,             0.57039,              1.1614,             0.91371,             0.81198,             0.88503,             0.58975,                   0,                   0,                   0,            0.000793,            0.000793,            0.000793
                 281,              1.1087,             0.56885,              1.1621,             0.91244,             0.81207,             0.88522,             0.58554,                   0,                   0,                   0,             0.00076,             0.00076,             0.00076
                 282,              1.1056,             0.56783,              1.1603,             0.91301,             0.81109,             0.88606,             0.59005,                   0,                   0,                   0,            0.000727,            0.000727,            0.000727
                 283,              1.1055,             0.56759,              1.1619,             0.91386,             0.81016,             0.88528,             0.59019,                   0,                   0,                   0,            0.000694,            0.000694,            0.000694
                 284,              1.1014,             0.56708,              1.1621,             0.91329,             0.80853,             0.88621,             0.59078,                   0,                   0,                   0,            0.000661,            0.000661,            0.000661
                 285,              1.1013,             0.56494,              1.1573,             0.91278,             0.80713,             0.88613,             0.58631,                   0,                   0,                   0,            0.000628,            0.000628,            0.000628
                 286,              1.0957,             0.56373,              1.1586,              0.9115,             0.80683,             0.88576,             0.58622,                   0,                   0,                   0,            0.000595,            0.000595,            0.000595
                 287,              1.0929,             0.56142,              1.1591,             0.91266,             0.80621,             0.88548,             0.58671,                   0,                   0,                   0,            0.000562,            0.000562,            0.000562
                 288,              1.0837,             0.55632,              1.1555,             0.91295,             0.80625,             0.88608,             0.58726,                   0,                   0,                   0,            0.000529,            0.000529,            0.000529
                 289,              1.0912,             0.56119,              1.1598,             0.91208,             0.80661,             0.88617,             0.58737,                   0,                   0,                   0,            0.000496,            0.000496,            0.000496
                 290,              1.0867,             0.55822,              1.1561,              0.9129,             0.80598,             0.88622,             0.58753,                   0,                   0,                   0,            0.000463,            0.000463,            0.000463
                 291,               1.083,             0.55534,              1.1533,             0.91287,              0.8053,             0.88643,              0.5925,                   0,                   0,                   0,             0.00043,             0.00043,             0.00043
                 292,              1.0817,             0.55477,              1.1529,             0.91541,             0.80175,             0.88658,             0.59325,                   0,                   0,                   0,            0.000397,            0.000397,            0.000397
                 293,              1.0773,             0.55351,              1.1529,             0.91758,             0.80077,             0.88689,             0.59392,                   0,                   0,                   0,            0.000364,            0.000364,            0.000364
                 294,              1.0718,             0.54975,               1.151,             0.91901,             0.79958,             0.88644,             0.59422,                   0,                   0,                   0,            0.000331,            0.000331,            0.000331
                 295,              1.0681,             0.54794,              1.1495,             0.92027,             0.79822,             0.88613,             0.59435,                   0,                   0,                   0,            0.000298,            0.000298,            0.000298
                 296,              1.0688,             0.54789,              1.1497,             0.92206,             0.79712,             0.88641,             0.59486,                   0,                   0,                   0,            0.000265,            0.000265,            0.000265
                 297,              1.0689,             0.54811,              1.1514,             0.92296,             0.79658,              0.8864,             0.59504,                   0,                   0,                   0,            0.000232,            0.000232,            0.000232
                 298,              1.0681,             0.54914,              1.1513,             0.92398,             0.79655,              0.8861,             0.59516,                   0,                   0,                   0,            0.000199,            0.000199,            0.000199
                 299,               1.064,             0.54744,              1.1513,             0.92428,             0.79604,             0.88583,             0.59515,                   0,                   0,                   0,            0.000166,            0.000166,            0.000166
